,status,tld_in_path,tld_in_subdomain,url_length,subdomain_counts,is_https,has_redirects,count_suspicious_chars,is_ip_address,path_length,domain_age,num_digits,num_&,num_?,num_=,num_@,char_repit,num_digits_in_domain,num_dot_domain,num_hyphen_domain
186,0,0,0,75,3,0,0,12,0,24,5616,0,0,0,0,0,0,0,4,3
187,0,0,0,35,1,1,1,5,0,0,6381,4,0,0,0,0,0,4,2,0
188,0,0,0,210,1,1,0,36,0,4,8348,14,10,1,11,0,0,0,2,0
189,1,0,0,44,0,1,1,5,0,23,4825,0,0,0,0,0,0,0,1,0
190,0,0,0,150,3,0,1,12,0,9,4405,73,0,1,1,0,0,0,4,0
191,0,0,0,39,1,0,0,8,0,10,570,0,0,0,0,0,0,0,2,0
192,0,0,0,64,1,0,0,12,0,42,3381,0,0,0,0,0,0,0,2,0
193,0,0,0,106,2,1,0,14,0,39,4681,17,0,1,1,0,0,0,3,0
194,0,0,0,34,1,1,0,7,0,6,-1,0,0,0,0,0,0,0,2,0
195,1,0,0,65,1,1,0,12,0,41,7133,0,0,0,0,0,0,0,2,0
196,0,0,0,60,1,0,1,12,0,39,2290,2,0,0,0,0,0,2,2,0
197,0,0,0,25,0,0,-1,6,0,4,896,0,0,0,0,0,0,0,1,0
198,1,0,0,39,1,0,1,7,0,11,6901,5,0,0,0,0,0,0,2,0
199,1,1,0,38,1,0,1,8,0,16,3899,0,0,0,0,0,0,0,2,1
200,0,0,0,129,0,1,-1,22,0,27,-2,3,0,1,5,0,0,0,1,0
201,1,0,0,52,1,1,0,8,0,29,9224,0,0,0,0,0,0,0,2,0
202,0,1,1,30,2,0,-1,8,1,9,-1,11,0,0,0,0,0,11,3,0
203,1,0,0,33,1,1,0,6,0,1,7449,0,0,0,0,0,0,0,2,0
204,1,0,0,118,1,0,1,9,0,84,7287,9,0,0,0,0,0,0,2,0
205,1,0,0,27,0,0,-1,4,0,0,2625,0,0,0,0,0,0,0,1,1
206,1,0,0,78,1,0,1,16,0,55,11192,13,0,0,0,0,0,0,2,0
207,0,0,0,35,1,0,1,6,0,1,2839,1,0,0,0,0,0,1,2,1
208,0,0,0,32,0,0,0,6,0,7,-1,0,0,0,0,0,0,0,1,1
209,0,0,0,64,3,0,0,10,0,18,5615,4,0,0,0,0,0,4,4,2
210,0,0,0,38,1,1,0,6,0,1,189,3,0,0,0,0,0,3,2,1
211,1,0,0,24,2,1,0,7,0,1,4996,0,0,0,0,0,0,0,3,0
212,1,0,0,68,1,0,1,9,0,46,3526,0,0,0,0,0,0,0,2,0
213,0,0,1,126,3,1,-1,18,0,20,3993,21,2,1,3,0,0,0,4,1
214,1,0,0,41,1,1,0,8,0,17,7130,0,0,0,0,0,0,0,2,0
215,1,0,0,48,1,1,0,9,0,24,7134,0,0,0,0,0,0,0,2,0
216,1,0,0,29,1,0,0,6,0,1,3904,0,0,0,0,0,0,0,2,0
217,1,0,0,24,1,1,0,6,0,1,2980,0,0,0,0,0,0,0,2,0
218,1,0,0,50,1,1,0,10,0,25,7427,1,0,0,0,0,0,1,2,0
219,0,0,1,126,3,0,-1,17,0,19,3992,15,2,1,3,0,0,0,4,1
220,1,0,0,39,1,1,0,9,0,20,8627,0,0,0,0,0,0,0,2,0
221,0,0,0,102,0,0,-1,11,0,80,2047,20,0,0,0,0,0,0,1,0
222,1,0,0,31,1,0,1,6,0,1,2425,2,0,0,0,0,0,2,2,0
223,0,0,0,86,2,0,-1,11,0,34,5826,24,0,1,1,0,0,0,3,1
224,1,0,0,78,1,1,1,11,0,54,6068,8,0,0,0,0,0,0,2,0
225,1,0,0,29,2,1,0,7,0,1,3477,0,0,0,0,0,0,0,3,0
226,1,0,0,33,1,0,1,7,0,6,8965,7,0,1,0,0,0,0,2,0
227,0,0,0,27,0,0,-1,6,0,8,7,0,0,0,0,0,0,0,1,1
228,1,0,0,24,1,1,0,6,0,1,-1,0,0,0,0,0,0,0,2,0
229,1,0,0,39,1,1,1,7,0,11,6096,0,0,0,0,0,0,0,2,0
230,1,0,0,28,1,0,0,5,0,0,5903,0,0,0,0,0,0,0,2,1
231,0,0,0,87,1,0,0,9,0,2,5627,11,0,1,2,0,0,0,2,0
232,1,0,0,43,1,0,1,8,0,18,4153,0,0,0,0,0,0,0,2,0
233,1,0,0,27,1,0,1,6,0,1,4764,0,0,0,0,0,0,0,2,0
234,1,0,0,101,1,0,1,10,0,77,9744,8,0,0,0,0,0,0,2,0
235,1,0,0,60,1,0,1,7,0,25,3163,0,0,0,0,0,0,0,2,2
236,1,0,0,38,1,0,-1,9,0,10,-1,0,0,1,1,0,0,0,2,0
237,0,0,0,19,0,1,-1,5,0,1,2088,0,0,0,0,0,0,0,1,0
238,1,0,0,137,1,1,1,43,0,114,4162,36,0,0,0,0,0,0,2,0
239,0,0,1,263,12,0,-1,28,0,47,-1,34,1,1,1,0,0,29,13,0
240,0,0,0,22,0,1,1,5,0,8,-1,4,0,0,0,0,0,0,1,0
241,0,1,0,89,0,0,-1,15,0,36,918,1,1,1,1,0,0,0,1,0
242,1,0,0,28,1,1,0,6,0,1,5890,0,0,0,0,0,0,0,2,0
243,1,0,1,49,1,0,1,7,0,16,8046,1,0,0,0,0,0,0,2,0
244,0,0,0,45,3,1,0,8,0,1,5616,3,0,0,0,0,0,3,4,2
245,0,0,0,30,1,0,1,6,0,1,5442,0,0,0,0,0,0,0,2,0
246,0,0,0,54,0,0,0,8,0,37,3188,0,0,0,0,0,0,0,1,0
247,1,0,0,29,1,0,1,5,0,0,-1,0,0,0,0,0,0,0,2,0
248,0,1,0,86,0,0,1,13,0,40,3977,0,0,1,1,1,0,0,1,0
249,0,0,0,26,1,0,-1,6,0,1,1,2,0,0,0,0,0,2,2,0
250,1,0,0,83,1,1,0,12,0,55,4549,9,0,0,0,0,0,0,2,0
251,0,0,0,49,0,1,-1,6,0,13,1,0,0,0,0,0,0,0,1,1
252,1,0,0,33,1,0,1,7,0,6,8969,7,0,1,0,0,0,0,2,0
253,1,0,0,40,1,0,1,7,0,15,9205,0,0,0,0,0,0,0,2,0
254,1,0,0,56,1,0,0,8,0,31,8697,0,0,0,0,0,0,0,2,0
255,1,0,0,27,1,1,0,6,0,1,3873,0,0,0,0,0,0,0,2,0
256,1,0,0,70,1,0,1,7,0,30,4821,0,0,0,0,0,0,0,2,2
257,0,0,0,128,9,0,-1,14,0,1,65,7,0,0,0,0,0,7,10,0
258,0,0,0,25,0,0,1,5,0,12,-1,3,0,0,0,0,0,0,1,0
259,1,0,0,33,1,1,0,7,0,9,8517,0,0,0,0,0,0,0,2,0
260,1,0,0,52,1,1,0,7,0,28,3118,0,0,0,0,0,0,0,2,0
261,1,0,0,31,1,1,0,6,0,1,7318,0,0,0,0,0,0,0,2,0
262,0,0,0,41,1,1,0,6,0,1,7295,4,0,0,0,0,0,4,2,0
263,1,0,0,33,1,1,-1,6,0,1,6022,0,0,0,0,0,0,0,2,0
264,0,0,0,32,0,1,-1,5,0,1,1,0,0,0,0,0,0,0,1,1
265,1,0,0,66,1,0,1,10,0,22,3346,2,0,1,0,0,0,0,2,0
266,1,1,0,85,1,1,0,10,0,63,5409,8,0,0,0,0,0,0,2,0
267,1,0,0,52,1,1,0,8,0,24,7129,0,0,0,0,0,0,0,2,0
268,1,0,0,109,1,1,0,8,0,82,4300,6,0,0,0,0,0,0,2,0
269,1,0,0,84,0,0,1,6,0,57,2785,0,0,0,0,0,0,0,1,0
270,0,0,0,110,1,1,1,10,0,17,8346,14,0,1,1,0,0,0,2,0
271,0,0,0,171,0,0,1,16,0,72,1095,52,2,1,3,0,0,0,1,0
272,1,0,0,17,0,0,0,5,0,1,-1,0,0,0,0,0,0,0,1,0
273,1,0,0,19,0,0,0,4,0,0,7557,0,0,0,0,0,0,0,1,0
274,0,1,1,98,2,0,-1,16,1,77,-1,28,0,0,0,0,0,11,3,0
275,0,0,0,32,1,0,1,6,0,1,2581,0,0,0,0,0,0,0,2,0
276,1,0,0,28,2,1,0,6,0,0,-1,0,0,0,0,0,0,0,3,0
277,0,1,0,64,1,0,0,11,0,18,7083,2,0,1,1,0,0,2,2,0
278,1,0,0,40,1,1,0,7,0,16,7133,0,0,0,0,0,0,0,2,0
279,0,1,0,132,1,1,0,14,0,92,8019,15,0,0,0,0,0,6,2,1
280,0,1,0,124,1,1,0,18,0,83,8019,6,0,1,1,0,0,0,2,1
281,0,0,0,51,0,0,0,9,0,26,3747,0,0,0,0,0,0,0,1,0
282,0,0,1,141,1,1,-1,9,0,85,-1,41,0,0,1,0,0,19,2,0
283,0,0,1,126,3,0,-1,17,0,19,3993,16,2,1,3,0,0,0,4,1
284,1,0,0,21,1,0,0,5,0,0,4924,0,0,0,0,0,0,0,2,0
285,1,0,0,53,1,0,0,11,0,32,11205,2,0,0,0,0,0,0,2,0
286,1,0,0,27,1,1,0,6,0,1,-1,0,0,0,0,0,0,0,2,0
287,0,0,0,76,0,0,-1,9,0,55,1379,21,0,0,0,0,0,0,1,0
288,1,0,0,79,1,0,1,7,0,40,4133,0,0,0,0,0,0,0,2,0
289,0,0,0,77,0,0,0,7,0,47,5767,16,0,0,0,0,0,0,1,0
290,1,0,0,35,1,1,0,8,0,9,7169,0,0,0,0,0,0,0,2,0
291,1,0,0,56,1,1,0,7,0,27,6842,0,0,0,0,0,0,0,2,0
292,1,0,0,49,1,0,-1,9,0,20,7705,4,0,0,0,0,0,0,2,0
293,1,0,0,41,1,0,1,7,0,14,6769,0,0,0,0,0,0,0,2,0
294,0,0,0,84,1,0,1,10,0,57,-1,23,0,0,0,0,0,0,2,0
295,1,0,0,29,1,1,0,6,0,1,8309,0,0,0,0,0,0,0,2,0
296,1,0,0,21,1,1,0,6,0,1,-1,0,0,0,0,0,0,0,2,0
297,1,0,0,35,1,0,0,8,0,15,5572,0,0,0,0,0,0,0,2,0
298,1,0,0,28,1,1,0,6,0,1,-1,0,0,0,0,0,0,0,2,2
299,0,0,0,97,2,1,0,16,0,39,-1,0,0,1,1,1,0,0,3,0
300,0,0,0,36,0,0,0,6,0,15,2744,0,0,0,0,0,0,0,1,0
301,1,0,0,63,1,1,0,8,0,36,8176,0,0,0,0,0,0,0,2,0
302,1,0,0,24,1,0,0,5,0,0,3086,0,0,0,0,0,0,0,2,0
303,0,0,0,40,1,0,1,5,0,0,7295,1,0,0,0,0,0,1,2,0
304,0,0,0,85,0,0,0,13,0,61,4505,0,0,0,0,0,0,0,1,0
305,0,0,0,56,3,0,0,9,0,10,5627,6,0,0,0,0,0,6,4,2
306,0,0,0,49,0,0,-1,9,0,31,393,0,0,0,0,0,0,0,1,0
307,0,0,0,23,0,1,-1,5,0,5,-2,0,0,0,0,0,0,0,1,0
308,0,0,0,64,0,1,-1,10,0,40,2232,0,0,0,0,0,0,0,1,0
309,0,0,0,46,1,1,0,10,0,18,205,2,0,0,0,0,0,0,2,0
310,0,0,0,36,0,0,0,8,0,20,1880,0,0,0,0,0,0,0,1,0
311,1,0,0,29,1,0,0,5,0,0,5904,2,0,0,0,0,0,2,2,0
312,0,0,0,55,1,0,0,7,0,20,6831,3,0,0,0,0,0,1,2,1
313,1,1,0,45,1,0,1,7,0,13,6260,0,0,0,0,0,0,0,2,0
314,1,0,0,33,1,0,1,6,0,1,-1,0,0,0,0,0,0,0,2,0
315,0,0,0,231,1,1,0,19,0,34,-1,92,2,1,3,0,0,0,2,0
316,0,0,0,30,1,1,-1,6,0,5,-1,0,0,0,0,0,0,0,2,0
317,1,0,0,31,1,0,1,6,0,1,6749,0,0,0,0,0,0,0,2,0
318,1,0,0,27,1,1,0,6,0,1,-1,0,0,0,0,0,0,0,2,1
